,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Line Item,Description,Projected Budget,Projected Commitments,Estimate at Completion,Actuals To Date,Actuals + Projections,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021
 ,08.817,"Pre-Construction Services/CMAR or CMGC Delivery, Part 1","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"250,000.00",0.00,"250,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.821,"LEED Consulting Serv,, USGBC Fees, and Other Sustainability Consult,","1,885.60","1,885.60","1,885.60","1,885.60","1,885.60",0.00,0.00,0.00,0.00,"1,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,250.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(1,250.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.822,"Special Design Consult, (ADA, Acoustic, Lab, Light,, Roof,, Traffic)","9,961.86","9,961.86","9,961.86","9,961.86","9,961.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,961.86","2,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.824,"Building Commissioning Costs, Fundamental and Enhanced","171,703.96","171,703.96","171,703.96","171,703.96","171,703.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,930.00",0.00,"4,000.00",0.00,0.00,"1,320.00","3,340.00","1,670.00",0.00,0.00,0.00,0.00,"1,650.00",0.00,0.00,"4,330.00",0.00,0.00,"9,340.15","27,922.38",0.00,"19,364.55","25,558.41","9,524.78","15,591.76","9,488.78","5,116.72",0.00,"4,200.00","9,054.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,302.18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.827,Local Jurisdiction Fees/Potable & Reclaimed WaterlSewerlSDGE,"(3,650.54)","(3,650.54)","(3,650.54)","(3,650.54)","(3,650.54)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(2,173.00)",0.00,"(1,477.54)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.828,Other Campus Recharges,"4,061.46","4,061.46","4,061.46","4,061.46","4,061.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,209.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.55,236.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,703.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"(5,469.00)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,08.899,Other Special Items,"1,970.00","1,970.00","1,970.00","1,970.00","1,970.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,968.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 ,"Total 
Schedule Percent Complete", ,"207,741,306.99","207,741,306.99","207,741,306.99","194,151,306.99","194,151,306.99","0.00
1.49","0.00
2.79","0.00
4.15","0.00
5.58","6,788.50
7.01","11,998.68
8.38","24,738.62
9.87","103,846.32
11.23","37,415.14
12.66","145,232.01
14.35","73,292.37
15.65","68,304.77
17.15","231,104.57
18.55","57,695.90
19.84","1,949,762.75
21.27","615,956.23
22.70","36,311.79
24.06","596,313.88
25.52","2,172,673.48
27.02","2,118,695.35
28.38","2,349,554.30
29.81","3,107,227.62
32.54","4,424,710.90
34.04","5,156,983.84
35.53","4,052,842.05
36.90","4,191,473.98
38.26","4,853,275.07
39.76","6,346,160.42
41.12","6,338,436.51
42.55","14,758,988.07
43.98","75,543.17
45.35","9,120,118.47
46.84","11,616,026.50
48.27","10,462,804.63
49.63","12,963,213.90
51.06","14,014,267.85
52.49","9,479,811.36
53.92","290,462.63
55.22","21,108,040.42
56.72","8,511,807.58
58.02","6,535,689.35
59.51","6,552,395.46
60.94","6,236,168.71
62.31","3,558,038.80
63.80","2,044,235.26
65.17","433,385.59
65.69","524,949.72
65.69","155,936.50
65.69","3,272,315.20
65.69","234,581.71
65.69","2,557,350.85
65.69","35,931.00
65.69","6,840.60
65.69","93,735.00
65.69","3,605.00
65.69","0.00
65.69","4,697.47
65.69","3,314.71
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","396,744.00
65.69","0.00
65.69","0.00
65.69","27,799.00
65.69","0.00
65.69","0.00
65.69","65.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","1,648.43
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
65.69","0.00
100"
,Line 6 Cumulative,,,,,,,0.00,0.00,0.00,0.00,"5,588.50","17,585.50","30,020.50","47,816.50","67,819.00","92,145.25","116,926.50","129,906.50","85,510.45","103,476.95","121,413.20","146,164.45","171,202.45","188,739.45","208,036.45","236,295.45","262,603.45","295,149.45","402,167.45","455,083.20","510,911.20","560,828.58","615,331.08","680,022.08","727,325.58","769,376.08","811,500.58","898,786.58","898,786.58","951,937.58","1,043,783.08","1,043,783.08","1,097,408.58","1,134,043.58","1,172,772.58","1,222,894.08","1,303,270.08","1,303,270.08","1,358,031.58","1,404,271.58","1,462,756.58","1,508,341.58","1,538,039.08","1,567,249.08","1,602,344.08","1,613,079.08","1,613,079.08","1,622,569.08","1,628,324.08","1,633,129.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,389.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08","1,636,454.08"
,Total,,,,,,,0.00,0.00,0.00,0.00,6788.50,11998.68,24738.62,103846.32,37415.14,145232.01,73292.37,68304.77,231104.57,57695.90,1949762.75,615956.23,36311.79,596313.88,2172673.48,2118695.35,"2,349,554.3","3,107,227.62","4,424,710.9",5156983.84,4052842.05,"4,191,473.98",4853275.07,6346160.42,6338436.51,14758988.07,75543.17,9120118.47,11616026.50,10462804.63,12963213.90,14014267.85,9479811.36,290462.63,21108040.42,8511807.58,6535689.35,6552395.46,"6,236,168.71",3558038.80,2044235.26,433385.59,524949.72,155936.50,3272315.20,234581.71,2557350.85,35931.00,6840.60,"93,735.00",3605.00,0.00,4697.47,3314.71,0.00,0.00,0.00,0.00,396744.00,0.00,0.00,27799.00,0.00,0.00,65.00,0.00,0.00,0.00,1648.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cumulative,,,,,,,0.00,0.00,0.00,0.00,6788.50,18787.18,43525.80,147372.12,184787.26,330019.27,403311.64,471616.41,702720.98,760416.88,2710179.63,3326135.86,3362447.65,3958761.53,6131435.01,8250130.36,10599684.66,13706912.28,18131623.18,23288607.02,27341449.07,31532923.05,36386198.12,42732358.54,49070795.05,63829783.12,63905326.29,73025444.76,84641471.26,95104275.89,108067489.79,122081757.64,131561569.00,131852031.63,152960072.05,161471879.63,168007568.98,174559964.44,180796133.15,184354171.95,186398407.21,186831792.80,187356742.52,187512679.02,190784994.22,191019575.93,193576926.78,193612857.78,193619698.38,193713433.38,193717038.38,193717038.38,193721735.85,193725050.56,193725050.56,193725050.56,193725050.56,193725050.56,194121794.56,194121794.56,194121794.56,194149593.56,194149593.56,194149593.56,194149658.56,194149658.56,194149658.56,194149658.56,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99,194151306.99
